GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Married-couple family:,Margin of Error; Married-couple family:,Estimate; Married-couple family: - With own children under 18 years:,Margin of Error; Married-couple family: - With own children under 18 years:,Estimate; Married-couple family: - With own children under 18 years: - Under 6 years only,Margin of Error; Married-couple family: - With own children under 18 years: - Under 6 years only,Estimate; Married-couple family: - With own children under 18 years: - Under 6 years and 6 to 17 years,Margin of Error; Married-couple family: - With own children under 18 years: - Under 6 years and 6 to 17 years,Estimate; Married-couple family: - With own children under 18 years: - 6 to 17 years only,Margin of Error; Married-couple family: - With own children under 18 years: - 6 to 17 years only,Estimate; Married-couple family: - No own children under 18 years,Margin of Error; Married-couple family: - No own children under 18 years,Estimate; Other family:,Margin of Error; Other family:,"Estimate; Other family: - Male householder, no wife present:","Margin of Error; Other family: - Male householder, no wife present:","Estimate; Other family: - Male householder, no wife present: - With own children under 18 years:","Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years:","Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years only","Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years only","Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years and 6 to 17 years","Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - Under 6 years and 6 to 17 years","Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - 6 to 17 years only","Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - 6 to 17 years only","Estimate; Other family: - Male householder, no wife present: - No own children under 18 years","Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years","Estimate; Other family: - Female householder, no husband present:","Margin of Error; Other family: - Female householder, no husband present:","Estimate; Other family: - Female householder, no husband present: - With own children under 18 years:","Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years:","Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years only","Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years only","Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years and 6 to 17 years","Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - Under 6 years and 6 to 17 years","Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - 6 to 17 years only","Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - 6 to 17 years only","Estimate; Other family: - Female householder, no husband present: - No own children under 18 years","Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years"
1500000US510131006002,510131006002,"Block Group 2, Census Tract 1006, Arlington County, Virginia",199,45,167,49,99,37,35,29,31,24,33,30,68,43,32,26,12,20,0,12,0,12,0,12,0,12,12,20,20,22,9,15,0,12,0,12,9,15,11,16
1500000US510131006003,510131006003,"Block Group 3, Census Tract 1006, Arlington County, Virginia",270,79,222,78,102,47,35,31,0,12,67,47,120,64,48,47,0,12,0,12,0,12,0,12,0,12,0,12,48,47,34,40,0,12,0,12,34,40,14,23
1500000US510131007001,510131007001,"Block Group 1, Census Tract 1007, Arlington County, Virginia",361,148,321,145,204,139,167,137,23,36,14,23,117,73,40,49,11,21,0,12,0,12,0,12,0,12,11,21,29,45,29,45,29,45,0,12,0,12,0,12
1500000US510131007002,510131007002,"Block Group 2, Census Tract 1007, Arlington County, Virginia",266,91,266,91,175,95,98,76,0,12,77,51,91,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131007003,510131007003,"Block Group 3, Census Tract 1007, Arlington County, Virginia",179,63,147,66,53,44,10,16,27,41,16,27,94,58,32,29,22,26,0,12,0,12,0,12,0,12,22,26,10,18,0,12,0,12,0,12,0,12,10,18
1500000US510131007004,510131007004,"Block Group 4, Census Tract 1007, Arlington County, Virginia",195,59,175,60,127,60,55,57,50,60,22,32,48,21,20,25,20,25,12,19,0,12,0,12,12,19,8,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131007005,510131007005,"Block Group 5, Census Tract 1007, Arlington County, Virginia",85,52,53,40,13,14,13,14,0,12,0,12,40,36,32,36,0,12,0,12,0,12,0,12,0,12,0,12,32,36,19,29,0,12,0,12,19,29,13,23
1500000US510131007006,510131007006,"Block Group 6, Census Tract 1007, Arlington County, Virginia",200,62,173,68,64,52,64,52,0,12,0,12,109,68,27,31,16,25,0,12,0,12,0,12,0,12,16,25,11,18,0,12,0,12,0,12,0,12,11,18
1500000US510131008001,510131008001,"Block Group 1, Census Tract 1008, Arlington County, Virginia",194,47,127,34,53,24,27,19,8,12,18,17,74,37,67,36,6,10,6,10,0,12,0,12,6,10,0,12,61,36,47,33,0,12,0,12,47,33,14,15
1500000US510131008002,510131008002,"Block Group 2, Census Tract 1008, Arlington County, Virginia",192,43,162,43,41,25,17,18,16,16,8,12,121,37,30,18,7,10,0,12,0,12,0,12,0,12,7,10,23,16,10,13,0,12,0,12,10,13,13,12
1500000US510131009001,510131009001,"Block Group 1, Census Tract 1009, Arlington County, Virginia",458,71,397,63,169,63,35,28,55,31,79,53,228,50,61,43,15,17,15,17,0,12,0,12,15,17,0,12,46,42,46,42,10,15,0,12,36,37,0,12
1500000US510131009002,510131009002,"Block Group 2, Census Tract 1009, Arlington County, Virginia",230,44,215,46,102,42,50,31,6,11,46,34,113,47,15,17,7,13,7,13,7,13,0,12,0,12,0,12,8,12,8,12,0,12,0,12,8,12,0,12
1500000US510131009003,510131009003,"Block Group 3, Census Tract 1009, Arlington County, Virginia",202,41,182,42,50,32,6,11,18,18,26,24,132,43,20,22,0,12,0,12,0,12,0,12,0,12,0,12,20,22,20,22,0,12,0,12,20,22,0,12
1500000US510131009004,510131009004,"Block Group 4, Census Tract 1009, Arlington County, Virginia",336,99,238,88,113,68,23,21,46,51,44,43,125,72,98,69,9,14,0,12,0,12,0,12,0,12,9,14,89,69,49,54,49,54,0,12,0,12,40,47
1500000US510131010001,510131010001,"Block Group 1, Census Tract 1010, Arlington County, Virginia",276,70,210,72,137,65,42,49,24,22,71,61,73,42,66,35,9,14,9,14,0,12,0,12,9,14,0,12,57,37,12,19,0,12,0,12,12,19,45,32
1500000US510131010002,510131010002,"Block Group 2, Census Tract 1010, Arlington County, Virginia",204,57,191,58,147,58,69,44,10,16,68,41,44,34,13,21,0,12,0,12,0,12,0,12,0,12,0,12,13,21,13,21,0,12,0,12,13,21,0,12
1500000US510131010003,510131010003,"Block Group 3, Census Tract 1010, Arlington County, Virginia",174,73,114,61,57,37,11,16,10,17,36,29,57,47,60,37,28,33,0,12,0,12,0,12,0,12,28,33,32,27,17,21,0,12,0,12,17,21,15,17
1500000US510131010004,510131010004,"Block Group 4, Census Tract 1010, Arlington County, Virginia",211,58,193,58,109,55,35,30,14,17,60,52,84,40,18,19,0,12,0,12,0,12,0,12,0,12,0,12,18,19,9,14,9,14,0,12,0,12,9,14
1500000US510131011001,510131011001,"Block Group 1, Census Tract 1011, Arlington County, Virginia",285,85,270,85,187,82,35,43,76,73,76,44,83,51,15,23,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12,0,12,0,12,0,12,15,23
1500000US510131011002,510131011002,"Block Group 2, Census Tract 1011, Arlington County, Virginia",227,88,227,88,53,45,40,47,0,12,13,21,174,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131011003,510131011003,"Block Group 3, Census Tract 1011, Arlington County, Virginia",414,90,390,81,168,74,27,30,0,12,141,74,222,73,24,37,0,12,0,12,0,12,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,24,37
1500000US510131011004,510131011004,"Block Group 4, Census Tract 1011, Arlington County, Virginia",233,96,181,82,69,63,19,27,0,12,50,57,112,56,52,49,15,26,0,12,0,12,0,12,0,12,15,26,37,40,0,12,0,12,0,12,0,12,37,40
1500000US510131011005,510131011005,"Block Group 5, Census Tract 1011, Arlington County, Virginia",246,82,227,83,149,71,77,59,46,38,26,41,78,65,19,22,19,22,10,16,10,16,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131012001,510131012001,"Block Group 1, Census Tract 1012, Arlington County, Virginia",520,88,344,82,193,54,72,37,24,22,97,42,151,71,176,75,45,52,9,16,0,12,0,12,9,16,36,49,131,67,38,44,0,12,0,12,38,44,93,59
1500000US510131012002,510131012002,"Block Group 2, Census Tract 1012, Arlington County, Virginia",260,55,215,52,141,52,54,34,16,18,71,43,74,39,45,56,0,12,0,12,0,12,0,12,0,12,0,12,45,56,45,56,35,54,0,12,10,17,0,12
1500000US510131012003,510131012003,"Block Group 3, Census Tract 1012, Arlington County, Virginia",207,43,186,45,118,40,47,34,43,26,28,24,68,41,21,23,0,12,0,12,0,12,0,12,0,12,0,12,21,23,21,23,11,17,0,12,10,16,0,12
1500000US510131013001,510131013001,"Block Group 1, Census Tract 1013, Arlington County, Virginia",237,78,209,76,98,64,21,32,21,30,56,53,111,54,28,32,14,22,14,22,0,12,0,12,14,22,0,12,14,23,0,12,0,12,0,12,0,12,14,23
1500000US510131013002,510131013002,"Block Group 2, Census Tract 1013, Arlington County, Virginia",185,70,157,67,52,39,16,24,0,12,36,32,105,54,28,34,0,12,0,12,0,12,0,12,0,12,0,12,28,34,15,26,0,12,0,12,15,26,13,23
1500000US510131013003,510131013003,"Block Group 3, Census Tract 1013, Arlington County, Virginia",223,56,174,53,119,52,83,53,18,30,18,30,55,35,49,35,20,31,20,31,20,31,0,12,0,12,0,12,29,31,13,19,0,12,0,12,13,19,16,26
1500000US510131013004,510131013004,"Block Group 4, Census Tract 1013, Arlington County, Virginia",221,89,132,61,38,42,19,30,0,12,19,28,94,45,89,74,28,31,0,12,0,12,0,12,0,12,28,31,61,65,61,65,0,12,0,12,61,65,0,12
1500000US510131013005,510131013005,"Block Group 5, Census Tract 1013, Arlington County, Virginia",274,89,220,90,121,79,38,60,26,36,57,50,99,48,54,47,0,12,0,12,0,12,0,12,0,12,0,12,54,47,0,12,0,12,0,12,0,12,54,47
1500000US510131013006,510131013006,"Block Group 6, Census Tract 1013, Arlington County, Virginia",369,67,350,71,192,67,67,54,42,43,83,48,158,70,19,29,19,29,0,12,0,12,0,12,0,12,19,29,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131014011,510131014011,"Block Group 1, Census Tract 1014.01, Arlington County, Virginia",176,69,137,58,30,17,0,12,0,12,30,17,107,55,39,40,12,18,0,12,0,12,0,12,0,12,12,18,27,34,17,29,0,12,0,12,17,29,10,18
1500000US510131014021,510131014021,"Block Group 1, Census Tract 1014.02, Arlington County, Virginia",130,72,122,71,49,46,0,12,0,12,49,46,73,63,8,13,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,8,13
1500000US510131014022,510131014022,"Block Group 2, Census Tract 1014.02, Arlington County, Virginia",113,52,113,52,54,40,45,39,0,12,9,15,59,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131014023,510131014023,"Block Group 3, Census Tract 1014.02, Arlington County, Virginia",145,73,103,57,60,53,60,53,0,12,0,12,43,29,42,48,42,48,0,12,0,12,0,12,0,12,42,48,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131014031,510131014031,"Block Group 1, Census Tract 1014.03, Arlington County, Virginia",217,85,153,75,0,12,0,12,0,12,0,12,153,75,64,60,32,49,0,12,0,12,0,12,0,12,32,49,32,36,32,36,20,32,0,12,12,20,0,12
1500000US510131014032,510131014032,"Block Group 2, Census Tract 1014.03, Arlington County, Virginia",42,31,30,33,0,12,0,12,0,12,0,12,30,33,12,20,12,20,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131014033,510131014033,"Block Group 3, Census Tract 1014.03, Arlington County, Virginia",194,86,194,86,0,12,0,12,0,12,0,12,194,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131014034,510131014034,"Block Group 4, Census Tract 1014.03, Arlington County, Virginia",211,118,171,110,61,76,61,76,0,12,0,12,110,84,40,42,0,12,0,12,0,12,0,12,0,12,0,12,40,42,40,42,23,29,0,12,17,28,0,12
1500000US510131014041,510131014041,"Block Group 1, Census Tract 1014.04, Arlington County, Virginia",620,162,574,171,81,68,81,68,0,12,0,12,493,157,46,40,10,17,0,12,0,12,0,12,0,12,10,17,36,36,0,12,0,12,0,12,0,12,36,36
1500000US510131015001,510131015001,"Block Group 1, Census Tract 1015, Arlington County, Virginia",187,79,137,68,64,42,52,46,0,12,12,20,73,53,50,43,0,12,0,12,0,12,0,12,0,12,0,12,50,43,22,26,22,26,0,12,0,12,28,32
1500000US510131015002,510131015002,"Block Group 2, Census Tract 1015, Arlington County, Virginia",229,62,229,62,124,61,51,40,0,12,73,56,105,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131015003,510131015003,"Block Group 3, Census Tract 1015, Arlington County, Virginia",206,81,192,77,56,38,14,24,42,40,0,12,136,70,14,22,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,14,22
1500000US510131015004,510131015004,"Block Group 4, Census Tract 1015, Arlington County, Virginia",288,67,288,67,71,49,18,28,22,32,31,34,217,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131015005,510131015005,"Block Group 5, Census Tract 1015, Arlington County, Virginia",207,59,191,56,75,39,0,12,44,39,31,37,116,54,16,25,16,25,16,25,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131015006,510131015006,"Block Group 6, Census Tract 1015, Arlington County, Virginia",303,115,195,96,45,43,33,37,0,12,12,21,150,85,108,80,62,88,0,12,0,12,0,12,0,12,62,88,46,58,46,58,35,55,0,12,11,17,0,12
1500000US510131016011,510131016011,"Block Group 1, Census Tract 1016.01, Arlington County, Virginia",129,70,126,69,78,69,30,27,3,5,45,67,48,34,3,6,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12,0,12,3,6,0,12
1500000US510131016012,510131016012,"Block Group 2, Census Tract 1016.01, Arlington County, Virginia",52,36,42,35,15,22,15,22,0,12,0,12,27,28,10,12,10,12,0,12,0,12,0,12,0,12,10,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131016021,510131016021,"Block Group 1, Census Tract 1016.02, Arlington County, Virginia",137,72,122,66,20,24,20,24,0,12,0,12,102,62,15,23,0,12,0,12,0,12,0,12,0,12,0,12,15,23,15,23,0,12,15,23,0,12,0,12
1500000US510131016022,510131016022,"Block Group 2, Census Tract 1016.02, Arlington County, Virginia",105,50,94,57,40,32,10,19,30,32,0,12,54,46,11,20,11,20,11,20,0,12,0,12,11,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131016031,510131016031,"Block Group 1, Census Tract 1016.03, Arlington County, Virginia",127,84,127,84,0,12,0,12,0,12,0,12,127,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131016032,510131016032,"Block Group 2, Census Tract 1016.03, Arlington County, Virginia",382,117,275,92,92,23,28,32,0,12,64,33,183,91,107,79,10,15,0,12,0,12,0,12,0,12,10,15,97,80,14,22,0,12,0,12,14,22,83,72
1500000US510131016033,510131016033,"Block Group 3, Census Tract 1016.03, Arlington County, Virginia",216,101,160,88,0,12,0,12,0,12,0,12,160,88,56,88,0,12,0,12,0,12,0,12,0,12,0,12,56,88,0,12,0,12,0,12,0,12,56,88
1500000US510131017011,510131017011,"Block Group 1, Census Tract 1017.01, Arlington County, Virginia",145,97,92,71,57,55,0,12,25,46,32,40,35,36,53,89,0,12,0,12,0,12,0,12,0,12,0,12,53,89,53,89,0,12,53,89,0,12,0,12
1500000US510131017012,510131017012,"Block Group 2, Census Tract 1017.01, Arlington County, Virginia",137,98,123,95,20,21,0,12,0,12,20,21,103,95,14,22,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,14,22
1500000US510131017013,510131017013,"Block Group 3, Census Tract 1017.01, Arlington County, Virginia",21,26,21,26,0,12,0,12,0,12,0,12,21,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131017014,510131017014,"Block Group 4, Census Tract 1017.01, Arlington County, Virginia",213,108,189,103,36,47,0,12,24,41,12,19,153,96,24,37,0,12,0,12,0,12,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,24,37
1500000US510131017021,510131017021,"Block Group 1, Census Tract 1017.02, Arlington County, Virginia",168,116,102,81,89,76,17,29,34,56,38,46,13,24,66,77,0,12,0,12,0,12,0,12,0,12,0,12,66,77,0,12,0,12,0,12,0,12,66,77
1500000US510131017022,510131017022,"Block Group 2, Census Tract 1017.02, Arlington County, Virginia",186,108,186,108,48,65,16,26,0,12,32,58,138,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131017023,510131017023,"Block Group 3, Census Tract 1017.02, Arlington County, Virginia",256,135,150,72,66,49,9,18,0,12,57,47,84,56,106,117,106,117,0,12,0,12,0,12,0,12,106,117,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131017031,510131017031,"Block Group 1, Census Tract 1017.03, Arlington County, Virginia",102,77,77,70,0,12,0,12,0,12,0,12,77,70,25,32,25,32,0,12,0,12,0,12,0,12,25,32,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131017032,510131017032,"Block Group 2, Census Tract 1017.03, Arlington County, Virginia",251,92,138,73,0,12,0,12,0,12,0,12,138,73,113,60,0,12,0,12,0,12,0,12,0,12,0,12,113,60,50,55,0,12,0,12,50,55,63,57
1500000US510131018011,510131018011,"Block Group 1, Census Tract 1018.01, Arlington County, Virginia",457,152,435,146,83,52,75,51,8,13,0,12,352,130,22,29,15,26,15,26,0,12,0,12,15,26,0,12,7,12,7,12,7,12,0,12,0,12,0,12
1500000US510131018021,510131018021,"Block Group 1, Census Tract 1018.02, Arlington County, Virginia",130,98,130,98,61,84,61,84,0,12,0,12,69,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131018022,510131018022,"Block Group 2, Census Tract 1018.02, Arlington County, Virginia",339,130,339,130,41,50,30,45,11,19,0,12,298,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131018023,510131018023,"Block Group 3, Census Tract 1018.02, Arlington County, Virginia",210,115,210,115,46,47,46,47,0,12,0,12,164,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131018024,510131018024,"Block Group 4, Census Tract 1018.02, Arlington County, Virginia",345,122,171,88,155,85,110,72,0,12,45,46,16,24,174,92,94,75,0,12,0,12,0,12,0,12,94,75,80,57,80,57,25,46,55,54,0,12,0,12
1500000US510131018025,510131018025,"Block Group 5, Census Tract 1018.02, Arlington County, Virginia",120,84,120,84,13,21,13,21,0,12,0,12,107,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131018031,510131018031,"Block Group 1, Census Tract 1018.03, Arlington County, Virginia",166,61,107,60,28,33,15,25,0,12,13,23,79,55,59,40,0,12,0,12,0,12,0,12,0,12,0,12,59,40,15,24,0,12,0,12,15,24,44,33
1500000US510131018032,510131018032,"Block Group 2, Census Tract 1018.03, Arlington County, Virginia",12,23,0,12,0,12,0,12,0,12,0,12,0,12,12,23,0,12,0,12,0,12,0,12,0,12,0,12,12,23,0,12,0,12,0,12,0,12,12,23
1500000US510131018033,510131018033,"Block Group 3, Census Tract 1018.03, Arlington County, Virginia",220,96,140,92,89,77,29,49,0,12,60,65,51,44,80,63,36,46,23,35,23,35,0,12,0,12,13,28,44,46,44,46,0,12,0,12,44,46,0,12
1500000US510131018034,510131018034,"Block Group 4, Census Tract 1018.03, Arlington County, Virginia",253,100,233,96,132,77,47,56,0,12,85,51,101,78,20,31,0,12,0,12,0,12,0,12,0,12,0,12,20,31,0,12,0,12,0,12,0,12,20,31
1500000US510131019001,510131019001,"Block Group 1, Census Tract 1019, Arlington County, Virginia",146,52,146,52,49,24,20,22,16,13,13,18,97,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131019002,510131019002,"Block Group 2, Census Tract 1019, Arlington County, Virginia",414,71,326,68,176,51,43,32,57,36,76,36,150,53,88,61,4,8,0,12,0,12,0,12,0,12,4,8,84,61,49,53,0,12,0,12,49,53,35,30
1500000US510131019003,510131019003,"Block Group 3, Census Tract 1019, Arlington County, Virginia",161,41,154,42,84,40,56,42,0,12,28,26,70,34,7,11,7,11,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131020011,510131020011,"Block Group 1, Census Tract 1020.01, Arlington County, Virginia",211,99,171,114,52,53,52,53,0,12,0,12,119,105,40,62,31,60,0,12,0,12,0,12,0,12,31,60,9,14,0,12,0,12,0,12,0,12,9,14
1500000US510131020012,510131020012,"Block Group 2, Census Tract 1020.01, Arlington County, Virginia",290,128,130,67,17,26,17,26,0,12,0,12,113,65,160,118,96,104,11,21,0,12,0,12,11,21,85,106,64,40,0,12,0,12,0,12,0,12,64,40
1500000US510131020021,510131020021,"Block Group 1, Census Tract 1020.02, Arlington County, Virginia",247,70,124,57,24,22,0,12,7,15,17,16,100,54,123,62,57,43,27,29,4,13,0,12,23,26,30,28,66,59,61,59,0,12,0,12,61,59,5,8
1500000US510131020031,510131020031,"Block Group 1, Census Tract 1020.03, Arlington County, Virginia",161,100,147,96,0,12,0,12,0,12,0,12,147,96,14,22,0,12,0,12,0,12,0,12,0,12,0,12,14,22,14,22,0,12,0,12,14,22,0,12
1500000US510131020032,510131020032,"Block Group 2, Census Tract 1020.03, Arlington County, Virginia",385,119,164,89,48,47,35,43,0,12,13,21,116,77,221,104,39,43,0,12,0,12,0,12,0,12,39,43,182,103,73,62,0,12,36,41,37,49,109,91
1500000US510131020033,510131020033,"Block Group 3, Census Tract 1020.03, Arlington County, Virginia",119,62,95,54,47,36,39,36,8,17,0,12,48,49,24,34,0,12,0,12,0,12,0,12,0,12,0,12,24,34,0,12,0,12,0,12,0,12,24,34
1500000US510131021001,510131021001,"Block Group 1, Census Tract 1021, Arlington County, Virginia",124,48,113,48,11,14,0,12,6,10,5,9,102,48,11,12,6,9,0,12,0,12,0,12,0,12,6,9,5,8,0,12,0,12,0,12,0,12,5,8
1500000US510131021002,510131021002,"Block Group 2, Census Tract 1021, Arlington County, Virginia",335,67,304,66,124,38,52,30,19,17,53,25,180,57,31,23,20,19,17,18,0,12,0,12,17,18,3,6,11,14,11,14,0,12,0,12,11,14,0,12
1500000US510131022001,510131022001,"Block Group 1, Census Tract 1022, Arlington County, Virginia",177,76,161,81,108,80,53,59,0,12,55,52,53,49,16,26,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,0,12,0,12,0,12,16,26
1500000US510131022002,510131022002,"Block Group 2, Census Tract 1022, Arlington County, Virginia",419,157,201,111,90,81,0,12,0,12,90,81,111,79,218,128,34,52,0,12,0,12,0,12,0,12,34,52,184,123,145,112,52,72,0,12,93,85,39,54
1500000US510131022003,510131022003,"Block Group 3, Census Tract 1022, Arlington County, Virginia",131,68,102,62,13,20,13,20,0,12,0,12,89,60,29,45,29,45,0,12,0,12,0,12,0,12,29,45,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131022004,510131022004,"Block Group 4, Census Tract 1022, Arlington County, Virginia",465,181,179,82,108,75,37,43,35,52,36,42,71,51,286,170,39,38,22,38,0,12,0,12,22,38,17,26,247,163,216,156,0,12,80,114,136,120,31,31
1500000US510131022005,510131022005,"Block Group 5, Census Tract 1022, Arlington County, Virginia",306,123,152,74,85,71,31,49,17,30,37,43,67,50,154,93,64,60,49,52,0,12,0,12,49,52,15,26,90,70,45,43,27,32,18,29,0,12,45,56
1500000US510131023011,510131023011,"Block Group 1, Census Tract 1023.01, Arlington County, Virginia",285,49,233,52,106,33,52,32,18,26,36,26,127,36,52,34,21,26,0,12,0,12,0,12,0,12,21,26,31,24,20,22,10,16,0,12,10,14,11,13
1500000US510131023012,510131023012,"Block Group 2, Census Tract 1023.01, Arlington County, Virginia",109,47,104,45,42,33,8,13,0,12,34,31,62,37,5,10,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,0,12,0,12,0,12,5,10
1500000US510131023021,510131023021,"Block Group 1, Census Tract 1023.02, Arlington County, Virginia",97,35,87,33,43,28,18,23,18,22,7,10,44,27,10,15,10,15,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131023022,510131023022,"Block Group 2, Census Tract 1023.02, Arlington County, Virginia",142,89,121,84,103,82,26,38,34,54,43,47,18,20,21,33,21,33,0,12,0,12,0,12,0,12,21,33,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510131023023,510131023023,"Block Group 3, Census Tract 1023.02, Arlington County, Virginia",303,90,218,74,73,39,28,26,12,20,33,27,145,64,85,64,30,50,0,12,0,12,0,12,0,12,30,50,55,35,10,16,0,12,0,12,10,16,45,33
1500000US510131023024,510131023024,"Block Group 4, Census Tract 1023.02, Arlington County, Virginia",372,67,323,70,145,56,67,38,51,45,27,21,178,59,49,30,0,12,0,12,0,12,0,12,0,12,0,12,49,30,8,13,0,12,0,12,8,13,41,27
1500000US510131024001,510131024001,"Block Group 1, Census Tract 1024, Arlington County, Virginia",147,63,112,57,54,45,54,45,0,12,0,12,58,46,35,30,13,17,9,15,0,12,0,12,9,15,4,8,22,24,12,19,0,12,0,12,12,19,10,15
1500000US510131024002,510131024002,"Block Group 2, Census Tract 1024, Arlington County, Virginia",216,69,173,68,110,62,45,37,36,51,29,24,63,39,43,28,20,19,0,12,0,12,0,12,0,12,20,19,23,27,9,15,0,12,0,12,9,15,14,23
1500000US510131024003,510131024003,"Block Group 3, Census Tract 1024, Arlington County, Virginia",294,90,245,85,103,45,15,24,23,21,65,36,142,74,49,30,0,12,0,12,0,12,0,12,0,12,0,12,49,30,33,31,0,12,0,12,33,31,16,19
1500000US510131024004,510131024004,"Block Group 4, Census Tract 1024, Arlington County, Virginia",62,43,36,31,9,19,0,12,0,12,9,19,27,21,26,29,0,12,0,12,0,12,0,12,0,12,0,12,26,29,11,17,0,12,0,12,11,17,15,24
1500000US510131025001,510131025001,"Block Group 1, Census Tract 1025, Arlington County, Virginia",299,110,166,83,24,22,24,22,0,12,0,12,142,80,133,84,25,40,25,40,25,40,0,12,0,12,0,12,108,72,72,66,40,52,0,12,32,41,36,26
