GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - 1-person household,Margin of Error; Owner occupied: - 1-person household,Estimate; Owner occupied: - 2-person household,Margin of Error; Owner occupied: - 2-person household,Estimate; Owner occupied: - 3-person household,Margin of Error; Owner occupied: - 3-person household,Estimate; Owner occupied: - 4-person household,Margin of Error; Owner occupied: - 4-person household,Estimate; Owner occupied: - 5-person household,Margin of Error; Owner occupied: - 5-person household,Estimate; Owner occupied: - 6-person household,Margin of Error; Owner occupied: - 6-person household,Estimate; Owner occupied: - 7-or-more person household,Margin of Error; Owner occupied: - 7-or-more person household,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - 1-person household,Margin of Error; Renter occupied: - 1-person household,Estimate; Renter occupied: - 2-person household,Margin of Error; Renter occupied: - 2-person household,Estimate; Renter occupied: - 3-person household,Margin of Error; Renter occupied: - 3-person household,Estimate; Renter occupied: - 4-person household,Margin of Error; Renter occupied: - 4-person household,Estimate; Renter occupied: - 5-person household,Margin of Error; Renter occupied: - 5-person household,Estimate; Renter occupied: - 6-person household,Margin of Error; Renter occupied: - 6-person household,Estimate; Renter occupied: - 7-or-more person household,Margin of Error; Renter occupied: - 7-or-more person household
1500000US510131018031,510131018031,"Block Group 1, Census Tract 1018.03, Arlington County, Virginia",264,100,141,58,0,12,62,50,33,40,28,33,0,12,18,23,0,12,123,100,0,12,72,69,51,76,0,12,0,12,0,12,0,12
1500000US510131018032,510131018032,"Block Group 2, Census Tract 1018.03, Arlington County, Virginia",474,96,11,19,11,19,0,12,0,12,0,12,0,12,0,12,0,12,463,93,412,99,39,39,0,12,12,23,0,12,0,12,0,12
1500000US510131018033,510131018033,"Block Group 3, Census Tract 1018.03, Arlington County, Virginia",444,126,54,46,15,28,7,12,20,35,12,23,0,12,0,12,0,12,390,120,182,122,82,57,114,81,12,18,0,12,0,12,0,12
1500000US510131018034,510131018034,"Block Group 4, Census Tract 1018.03, Arlington County, Virginia",727,119,399,111,159,86,121,85,34,55,85,51,0,12,0,12,0,12,328,128,175,110,50,52,17,32,13,24,73,80,0,12,0,12
1500000US510131019001,510131019001,"Block Group 1, Census Tract 1019, Arlington County, Virginia",363,69,184,45,66,41,58,30,14,18,30,24,7,11,9,12,0,12,179,64,122,63,42,38,5,9,10,16,0,12,0,12,0,12
1500000US510131019002,510131019002,"Block Group 2, Census Tract 1019, Arlington County, Virginia",508,58,398,56,71,45,141,47,50,28,121,50,3,10,0,12,12,18,110,65,0,12,21,25,58,52,31,35,0,12,0,12,0,12
1500000US510131019003,510131019003,"Block Group 3, Census Tract 1019, Arlington County, Virginia",260,52,175,40,14,17,77,33,32,24,23,24,12,20,17,26,0,12,85,52,35,35,14,21,15,17,21,30,0,12,0,12,0,12
1500000US510131020011,510131020011,"Block Group 1, Census Tract 1020.01, Arlington County, Virginia",412,113,48,33,0,12,5,9,25,26,18,27,0,12,0,12,0,12,364,106,164,80,47,33,24,39,75,99,31,60,0,12,23,39
1500000US510131020012,510131020012,"Block Group 2, Census Tract 1020.01, Arlington County, Virginia",745,119,186,78,109,66,60,45,17,26,0,12,0,12,0,12,0,12,559,142,289,93,195,115,0,12,42,43,0,12,33,18,0,12
1500000US510131020021,510131020021,"Block Group 1, Census Tract 1020.02, Arlington County, Virginia",598,77,85,40,44,35,24,24,3,8,4,7,10,15,0,12,0,12,513,91,179,57,152,73,106,48,13,19,19,25,44,56,0,12
1500000US510131020031,510131020031,"Block Group 1, Census Tract 1020.03, Arlington County, Virginia",801,146,220,76,163,74,57,47,0,12,0,12,0,12,0,12,0,12,581,142,465,126,102,86,14,22,0,12,0,12,0,12,0,12
1500000US510131020032,510131020032,"Block Group 2, Census Tract 1020.03, Arlington County, Virginia",781,130,269,99,122,71,91,77,34,39,22,39,0,12,0,12,0,12,512,139,235,105,187,100,0,12,90,52,0,12,0,12,0,12
1500000US510131020033,510131020033,"Block Group 3, Census Tract 1020.03, Arlington County, Virginia",415,113,26,27,0,12,6,11,0,12,20,23,0,12,0,12,0,12,389,113,146,67,165,104,51,55,27,31,0,12,0,12,0,12
1500000US510131021001,510131021001,"Block Group 1, Census Tract 1021, Arlington County, Virginia",367,56,73,18,17,16,26,16,11,12,9,12,2,5,0,12,8,11,294,59,226,70,68,42,0,12,0,12,0,12,0,12,0,12
1500000US510131021002,510131021002,"Block Group 2, Census Tract 1021, Arlington County, Virginia",550,47,481,57,171,66,143,57,50,37,58,31,13,16,32,20,14,15,69,34,4,7,42,26,20,18,3,5,0,12,0,12,0,12
1500000US510131022001,510131022001,"Block Group 1, Census Tract 1022, Arlington County, Virginia",260,91,229,87,10,16,64,76,66,56,27,44,47,49,15,28,0,12,31,39,20,34,0,12,0,12,0,12,0,12,11,18,0,12
1500000US510131022002,510131022002,"Block Group 2, Census Tract 1022, Arlington County, Virginia",717,170,139,68,84,56,22,38,8,15,0,12,25,39,0,12,0,12,578,170,181,112,145,101,127,103,8,15,72,70,45,56,0,12
1500000US510131022003,510131022003,"Block Group 3, Census Tract 1022, Arlington County, Virginia",296,98,233,88,91,65,75,55,54,56,13,20,0,12,0,12,0,12,63,46,49,40,14,24,0,12,0,12,0,12,0,12,0,12
1500000US510131022004,510131022004,"Block Group 4, Census Tract 1022, Arlington County, Virginia",609,187,162,73,28,32,51,42,62,54,8,16,13,20,0,12,0,12,447,170,63,66,120,69,38,61,80,114,129,91,0,12,17,27
1500000US510131022005,510131022005,"Block Group 5, Census Tract 1022, Arlington County, Virginia",555,150,140,78,68,45,59,55,13,23,0,12,0,12,0,12,0,12,415,148,168,116,45,56,44,42,141,92,17,30,0,12,0,12
1500000US510131023011,510131023011,"Block Group 1, Census Tract 1023.01, Arlington County, Virginia",375,49,330,56,64,35,131,46,62,36,73,33,0,12,0,12,0,12,45,37,5,7,5,8,16,25,19,27,0,12,0,12,0,12
1500000US510131023012,510131023012,"Block Group 2, Census Tract 1023.01, Arlington County, Virginia",236,54,204,56,103,42,28,15,23,25,50,35,0,12,0,12,0,12,32,24,24,21,0,12,8,13,0,12,0,12,0,12,0,12
1500000US510131023021,510131023021,"Block Group 1, Census Tract 1023.02, Arlington County, Virginia",164,54,78,29,9,15,44,27,18,23,7,10,0,12,0,12,0,12,86,55,33,38,35,42,0,12,11,18,7,12,0,12,0,12
1500000US510131023022,510131023022,"Block Group 2, Census Tract 1023.02, Arlington County, Virginia",345,94,72,31,37,25,18,20,6,10,11,17,0,12,0,12,0,12,273,94,70,67,27,45,30,48,86,78,0,12,60,66,0,12
1500000US510131023023,510131023023,"Block Group 3, Census Tract 1023.02, Arlington County, Virginia",511,73,183,52,46,31,78,47,18,21,26,19,0,12,0,12,15,18,328,81,68,54,169,79,71,53,20,24,0,12,0,12,0,12
1500000US510131023024,510131023024,"Block Group 4, Census Tract 1023.02, Arlington County, Virginia",462,65,388,72,50,37,143,53,100,66,59,42,7,12,0,12,29,29,74,35,14,21,43,30,9,15,0,12,0,12,8,13,0,12
1500000US510131024001,510131024001,"Block Group 1, Census Tract 1024, Arlington County, Virginia",528,85,134,57,31,27,53,37,37,45,4,11,9,16,0,12,0,12,394,77,278,78,78,43,38,31,0,12,0,12,0,12,0,12
1500000US510131024002,510131024002,"Block Group 2, Census Tract 1024, Arlington County, Virginia",390,87,254,75,75,59,97,43,45,25,16,21,21,26,0,12,0,12,136,76,54,47,0,12,33,29,17,24,0,12,0,12,32,50
1500000US510131024003,510131024003,"Block Group 3, Census Tract 1024, Arlington County, Virginia",493,95,249,66,58,42,103,55,25,30,43,33,15,19,5,12,0,12,244,73,125,76,74,53,9,14,21,20,15,21,0,12,0,12
1500000US510131024004,510131024004,"Block Group 4, Census Tract 1024, Arlington County, Virginia",194,48,136,49,83,36,29,22,0,12,24,28,0,12,0,12,0,12,58,37,30,22,11,17,8,12,9,21,0,12,0,12,0,12
1500000US510131025001,510131025001,"Block Group 1, Census Tract 1025, Arlington County, Virginia",873,143,102,64,28,26,24,22,0,12,19,26,0,12,0,12,31,49,771,138,306,105,331,114,113,77,15,17,0,12,6,10,0,12
1500000US510131025002,510131025002,"Block Group 2, Census Tract 1025, Arlington County, Virginia",1116,134,186,57,44,40,83,52,46,40,0,12,0,12,0,12,13,13,930,140,427,104,379,117,52,38,54,49,18,23,0,12,0,12
1500000US510131025003,510131025003,"Block Group 3, Census Tract 1025, Arlington County, Virginia",269,67,200,74,47,32,108,71,27,26,9,18,0,12,0,12,9,15,69,44,8,13,9,14,25,34,0,12,0,12,16,16,11,17
1500000US510131026001,510131026001,"Block Group 1, Census Tract 1026, Arlington County, Virginia",902,66,283,55,26,24,127,52,37,32,47,32,20,22,9,15,17,23,619,76,108,64,261,91,127,77,78,53,45,37,0,12,0,12
1500000US510131026002,510131026002,"Block Group 2, Census Tract 1026, Arlington County, Virginia",287,55,239,48,46,30,77,34,56,32,12,18,23,29,25,28,0,12,48,37,0,12,16,17,32,32,0,12,0,12,0,12,0,12
1500000US510131027011,510131027011,"Block Group 1, Census Tract 1027.01, Arlington County, Virginia",1106,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1106,116,323,113,294,122,267,96,176,72,26,29,0,12,20,30
1500000US510131027012,510131027012,"Block Group 2, Census Tract 1027.01, Arlington County, Virginia",315,85,38,35,0,12,19,23,7,12,12,19,0,12,0,12,0,12,277,78,139,76,53,48,42,44,19,24,0,12,24,27,0,12
1500000US510131027021,510131027021,"Block Group 1, Census Tract 1027.02, Arlington County, Virginia",528,82,476,85,280,71,85,36,33,31,78,52,0,12,0,12,0,12,52,53,47,53,5,10,0,12,0,12,0,12,0,12,0,12
1500000US510131027022,510131027022,"Block Group 2, Census Tract 1027.02, Arlington County, Virginia",291,75,55,27,21,22,15,13,19,21,0,12,0,12,0,12,0,12,236,77,19,32,37,28,61,42,61,35,47,50,11,17,0,12
1500000US510131028011,510131028011,"Block Group 1, Census Tract 1028.01, Arlington County, Virginia",1086,179,218,72,98,62,69,55,0,12,51,41,0,12,0,12,0,12,868,179,330,113,276,133,185,120,63,62,14,24,0,12,0,12
1500000US510131028012,510131028012,"Block Group 2, Census Tract 1028.01, Arlington County, Virginia",311,114,120,56,26,23,54,60,25,35,15,26,0,12,0,12,0,12,191,104,72,83,80,57,0,12,0,12,39,62,0,12,0,12
1500000US510131028013,510131028013,"Block Group 3, Census Tract 1028.01, Arlington County, Virginia",250,97,216,98,147,103,14,23,25,34,30,35,0,12,0,12,0,12,34,32,22,24,12,22,0,12,0,12,0,12,0,12,0,12
1500000US510131028014,510131028014,"Block Group 4, Census Tract 1028.01, Arlington County, Virginia",450,99,240,109,97,68,38,30,51,52,54,62,0,12,0,12,0,12,210,76,130,70,13,23,47,43,20,33,0,12,0,12,0,12
1500000US510131028015,510131028015,"Block Group 5, Census Tract 1028.01, Arlington County, Virginia",558,123,431,126,224,115,157,105,50,46,0,12,0,12,0,12,0,12,127,75,0,12,83,57,44,53,0,12,0,12,0,12,0,12
1500000US510131028016,510131028016,"Block Group 6, Census Tract 1028.01, Arlington County, Virginia",299,98,151,52,48,34,0,12,0,12,75,56,1,10,0,12,27,32,148,85,70,50,51,76,27,40,0,12,0,12,0,12,0,12
1500000US510131028021,510131028021,"Block Group 1, Census Tract 1028.02, Arlington County, Virginia",324,40,272,52,150,60,59,31,60,42,0,12,3,7,0,12,0,12,52,31,6,12,20,25,26,27,0,12,0,12,0,12,0,12
1500000US510131028022,510131028022,"Block Group 2, Census Tract 1028.02, Arlington County, Virginia",197,45,186,50,38,27,66,38,50,39,18,20,8,13,6,10,0,12,11,18,0,12,11,18,0,12,0,12,0,12,0,12,0,12
1500000US510131029011,510131029011,"Block Group 1, Census Tract 1029.01, Arlington County, Virginia",633,96,447,96,266,88,94,59,87,58,0,12,0,12,0,12,0,12,186,90,154,83,17,28,15,26,0,12,0,12,0,12,0,12
1500000US510131029012,510131029012,"Block Group 2, Census Tract 1029.01, Arlington County, Virginia",651,120,446,128,276,108,161,75,0,12,0,12,9,17,0,12,0,12,205,72,87,49,82,54,17,28,19,23,0,12,0,12,0,12
1500000US510131029013,510131029013,"Block Group 3, Census Tract 1029.01, Arlington County, Virginia",319,73,200,75,79,50,55,34,43,49,23,25,0,12,0,12,0,12,119,63,23,25,55,52,28,27,13,19,0,12,0,12,0,12
1500000US510131029021,510131029021,"Block Group 1, Census Tract 1029.02, Arlington County, Virginia",1666,195,202,85,156,80,46,52,0,12,0,12,0,12,0,12,0,12,1464,194,744,167,603,160,39,36,78,97,0,12,0,12,0,12
1500000US510131029022,510131029022,"Block Group 2, Census Tract 1029.02, Arlington County, Virginia",920,129,678,116,342,101,220,90,64,60,52,51,0,12,0,12,0,12,242,106,32,35,186,96,24,29,0,12,0,12,0,12,0,12
1500000US510131030001,510131030001,"Block Group 1, Census Tract 1030, Arlington County, Virginia",670,103,505,91,249,79,150,51,51,42,44,45,11,17,0,12,0,12,165,81,12,18,102,71,44,43,7,12,0,12,0,12,0,12
1500000US510131030002,510131030002,"Block Group 2, Census Tract 1030, Arlington County, Virginia",348,67,276,62,124,51,111,50,22,23,19,22,0,12,0,12,0,12,72,54,20,24,44,49,8,12,0,12,0,12,0,12,0,12
1500000US510131030003,510131030003,"Block Group 3, Census Tract 1030, Arlington County, Virginia",654,79,433,84,231,67,83,47,46,36,66,37,7,13,0,12,0,12,221,76,106,54,57,40,11,18,34,39,13,21,0,12,0,12
1500000US510131031001,510131031001,"Block Group 1, Census Tract 1031, Arlington County, Virginia",972,178,376,101,59,54,24,26,147,67,43,37,40,51,50,31,13,23,596,168,261,144,176,131,99,90,43,39,17,22,0,12,0,12
1500000US510131031002,510131031002,"Block Group 2, Census Tract 1031, Arlington County, Virginia",733,160,229,100,44,39,139,83,34,40,12,19,0,12,0,12,0,12,504,139,302,119,58,55,75,57,25,42,44,43,0,12,0,12
1500000US510131031003,510131031003,"Block Group 3, Census Tract 1031, Arlington County, Virginia",436,88,313,96,67,52,90,58,43,40,65,54,14,23,34,38,0,12,123,75,48,65,0,12,19,29,16,21,0,12,16,28,24,32
1500000US510131032001,510131032001,"Block Group 1, Census Tract 1032, Arlington County, Virginia",766,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,766,160,388,174,126,102,161,115,55,54,36,44,0,12,0,12
1500000US510131032002,510131032002,"Block Group 2, Census Tract 1032, Arlington County, Virginia",755,146,253,80,182,71,49,39,12,20,10,22,0,12,0,12,0,12,502,144,283,116,188,106,21,34,0,12,10,17,0,12,0,12
1500000US510131032003,510131032003,"Block Group 3, Census Tract 1032, Arlington County, Virginia",555,114,395,109,257,107,114,73,20,33,4,8,0,12,0,12,0,12,160,93,18,25,142,88,0,12,0,12,0,12,0,12,0,12
1500000US510131032004,510131032004,"Block Group 4, Census Tract 1032, Arlington County, Virginia",617,171,324,157,100,49,181,151,22,26,16,29,5,17,0,12,0,12,293,132,184,116,64,42,45,50,0,12,0,12,0,12,0,12
1500000US510131033001,510131033001,"Block Group 1, Census Tract 1033, Arlington County, Virginia",401,84,232,60,63,42,99,46,62,49,7,11,1,7,0,12,0,12,169,76,88,57,31,29,39,45,0,12,4,9,7,10,0,12
1500000US510131033002,510131033002,"Block Group 2, Census Tract 1033, Arlington County, Virginia",681,116,15,18,0,12,7,10,0,12,8,15,0,12,0,12,0,12,666,120,392,98,192,93,60,60,22,27,0,12,0,12,0,12
1500000US510131034011,510131034011,"Block Group 1, Census Tract 1034.01, Arlington County, Virginia",70,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,70,19,31,17,24,10,4,6,11,7,0,12,0,12,0,12
1500000US510131034021,510131034021,"Block Group 1, Census Tract 1034.02, Arlington County, Virginia",500,115,161,66,71,37,90,59,0,12,0,12,0,12,0,12,0,12,339,104,190,87,85,59,14,23,50,46,0,12,0,12,0,12
1500000US510131034022,510131034022,"Block Group 2, Census Tract 1034.02, Arlington County, Virginia",551,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,551,136,291,122,139,87,110,91,11,19,0,12,0,12,0,12
1500000US510131034023,510131034023,"Block Group 3, Census Tract 1034.02, Arlington County, Virginia",831,172,422,152,315,150,96,71,11,17,0,12,0,12,0,12,0,12,409,114,244,87,126,85,30,45,9,15,0,12,0,12,0,12
1500000US510131034024,510131034024,"Block Group 4, Census Tract 1034.02, Arlington County, Virginia",579,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,579,136,283,110,218,123,63,60,15,22,0,12,0,12,0,12
1500000US510131034025,510131034025,"Block Group 5, Census Tract 1034.02, Arlington County, Virginia",554,120,90,41,61,37,29,29,0,12,0,12,0,12,0,12,0,12,464,118,222,75,234,97,0,12,8,18,0,12,0,12,0,12
1500000US510131035011,510131035011,"Block Group 1, Census Tract 1035.01, Arlington County, Virginia",582,142,498,146,382,141,116,69,0,12,0,12,0,12,0,12,0,12,84,65,42,43,42,49,0,12,0,12,0,12,0,12,0,12
1500000US510131035012,510131035012,"Block Group 2, Census Tract 1035.01, Arlington County, Virginia",779,172,13,21,13,21,0,12,0,12,0,12,0,12,0,12,0,12,766,169,534,148,195,145,37,37,0,12,0,12,0,12,0,12
1500000US510131035013,510131035013,"Block Group 3, Census Tract 1035.01, Arlington County, Virginia",583,149,81,78,14,22,14,23,53,86,0,12,0,12,0,12,0,12,502,131,260,107,143,86,95,88,4,18,0,12,0,12,0,12
1500000US510131035021,510131035021,"Block Group 1, Census Tract 1035.02, Arlington County, Virginia",1288,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1288,259,786,193,401,150,92,79,9,15,0,12,0,12,0,12
1500000US510131035022,510131035022,"Block Group 2, Census Tract 1035.02, Arlington County, Virginia",541,140,61,68,0,12,0,12,61,68,0,12,0,12,0,12,0,12,480,142,204,65,194,105,82,87,0,12,0,12,0,12,0,12
1500000US510131035031,510131035031,"Block Group 1, Census Tract 1035.03, Arlington County, Virginia",953,161,145,66,27,31,118,75,0,12,0,12,0,12,0,12,0,12,808,160,424,142,359,125,13,20,12,22,0,12,0,12,0,12
1500000US510131035032,510131035032,"Block Group 2, Census Tract 1035.03, Arlington County, Virginia",1064,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1064,150,383,147,580,148,94,66,7,21,0,12,0,12,0,12
1500000US510131036011,510131036011,"Block Group 1, Census Tract 1036.01, Arlington County, Virginia",353,55,310,57,35,25,102,54,81,42,66,54,8,12,8,12,10,15,43,30,9,14,15,16,19,21,0,12,0,12,0,12,0,12
1500000US510131036012,510131036012,"Block Group 2, Census Tract 1036.01, Arlington County, Virginia",311,57,190,47,19,20,95,40,44,38,24,23,8,13,0,12,0,12,121,47,62,28,49,49,10,15,0,12,0,12,0,12,0,12
1500000US510131036013,510131036013,"Block Group 3, Census Tract 1036.01, Arlington County, Virginia",279,47,210,53,45,29,69,37,62,44,26,20,8,13,0,12,0,12,69,33,9,14,45,29,9,15,0,12,6,9,0,12,0,12
1500000US510131036021,510131036021,"Block Group 1, Census Tract 1036.02, Arlington County, Virginia",283,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,283,62,140,46,115,55,18,16,10,10,0,12,0,12,0,12
1500000US510131036022,510131036022,"Block Group 2, Census Tract 1036.02, Arlington County, Virginia",387,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,387,62,145,58,161,69,76,58,5,8,0,12,0,12,0,12
1500000US510131037001,510131037001,"Block Group 1, Census Tract 1037, Arlington County, Virginia",374,43,309,47,59,36,155,41,21,20,50,34,0,12,24,27,0,12,65,35,18,19,26,23,15,14,6,11,0,12,0,12,0,12
1500000US510131037002,510131037002,"Block Group 2, Census Tract 1037, Arlington County, Virginia",570,62,522,61,138,53,248,52,52,34,51,34,16,18,14,17,3,6,48,25,11,16,12,13,15,17,8,13,0,12,0,12,2,7
1500000US510131038001,510131038001,"Block Group 1, Census Tract 1038, Arlington County, Virginia",1330,151,308,96,118,69,52,39,71,69,36,37,0,12,22,28,9,15,1022,132,468,121,282,92,187,107,41,44,44,37,0,12,0,12
1500000US510131038002,510131038002,"Block Group 2, Census Tract 1038, Arlington County, Virginia",384,112,61,47,32,38,29,32,0,12,0,12,0,12,0,12,0,12,323,101,187,84,85,67,51,48,0,12,0,12,0,12,0,12
1500000US510131038003,510131038003,"Block Group 3, Census Tract 1038, Arlington County, Virginia",445,121,107,73,59,75,48,42,0,12,0,12,0,12,0,12,0,12,338,107,107,66,157,62,54,68,20,31,0,12,0,12,0,12
1500000US510139801001,510139801001,"Block Group 1, Census Tract 9801, Arlington County, Virginia",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510139802001,510139802001,"Block Group 1, Census Tract 9802, Arlington County, Virginia",4,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,5,4,5,0,12,0,12,0,12,0,12,0,12,0,12
